,id,name,description,neighborhood_overview,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
797,751667,"Apto.CATEDRAL: WIFI, A/C, Parking","<b>The space</b><br />2007 Apartment, 60 square meters, for 4 people. 1 bedroom,  sofa bed in the living room (sheets and blankets), independent kitchen fully equipped (microwave, washing machine, freezer…), big bathroom (towels included), a/c and heating, TV... and FREE WIFI.<br /><br />1 PARKING SPOT available in the same building (a luxury in extremely busy and restricted Downtown Seville): 20€/day for cars (free for bikes).<br /><br />Located right in Downtown Sevilla (EL Arenal quarter), 50 mts from the Cathedral and Giralda tower, 100mts from the Alcazar, Archivo de Indias and famous Santa Cruz quarter. Best area for tapas, sightseeing and flamenco shows.<br /><br />Ideal for Holy Week – every brotherhood parades their float in nearby streets and the Feria de Abril (Seville’s Spring Fair). ***********Ask for SPECIAL OFFERS on HOLLY WEEK and FERIA ABRIL.<br /><br />Very well connected:  underground station 50 mts away, bus stop at 250 mts. Taxis 35 mts away.<br /><br />Check-in fr",,3952052,within an hour,100%,100%,t,t,t,Entire rental unit,Entire home/apt,4,1.0,1.0,$94.00,2,365,419,4.81,4.88,4.91,4.91,4.93,4.97,4.82,t
798,754512,CATHEDRAL 3min CENTER SEVILLE Wi-Fi,"MODERN APARTMENT IN THE HEART OF HISTORICAL CENTER OF SEVILLE. Recently built, with furniture and numerous amenities for a pleasant stay in Seville. Str / Alvarez Quintero (3 min Cathedral)<br /><br /><b>The space</b><br />Apartment for 1-4 people in the heart of the historic center of Seville.<br /><br />Located in Calle Alvarez Quintero (next to Square of Salvador, Ayuntamiento of Seville, Square of Francisco, Street Sierpes and Tetuam). At the end of the street is the Cathedral and the Giralda. It is very quiet residential, it has a lift and porter service.<br /><br />Quality finishes and modern and functional furnishings. Very complete and equipped to provide a comfortable and enjoyable stay.<br /><br />FEATURES AND EQUIPMENT:<br />- Distribution : Living room, light and airy with double sofa bed, fully equipped kitchen, spacious room with double bed and wardrobe with mirrors and lighting, bathroom (shower, washbasin, bidet, toilet):  Area 50 m2<br />- Interior: Wi -Fi Internet, ai","You can visit a few minutes walk all the best monuments and building of Seville (Cathedral and Giralda 3 minutes, Real Alcázar 4 minutes, the Archive of Indias 4 minutes, Metropol Parasol (modern construction) 4 minutes, the bullring fighting ""The Real Maestranza ""6 minutes, Guadalquivir River, Colom Avenue and Triana bridge 6 minutes).<br />- Proximity to supermarkets (1 minute) and large shopping centers such as the Corte Ingles and Plaza de armas.<br />- Boat trip on the Guadalquivir River, Magic Island amusement park, old pavilions and Expo'92 enclosure (Isla de la Cartuja), tourist bus (Sevillatour), football stadiums, horseback riding around the city, etc.<br />- Shows in Theatre of la Maestranza, Theatre Lope de Vega, Auditorium Rocio Jurado, bullring of the Real Maestranza and flamenco shows very close to the apartment.<br />- The best restaurants, bars and terraces typical tapas of Seville. Noteworthy tapas in area of Santa Cruz and the bodeguitas of the Plaza of El Salvador (",3970561,within an hour,100%,100%,t,t,t,Entire rental unit,Entire home/apt,4,1.0,1.0,$85.00,2,190,197,4.89,4.85,4.88,4.94,4.96,4.97,4.81,t
799,755070,APART. MODERNO CON GARAGE Y PISCINA,"<b>The space</b><br />El Apartamento La Salle, moderno, luminoso y con gran estilo, situado en un edificio de reciente construcción. Se ubica a 10 minutos en coche del centro con buenas comunicaciones. Sus 90 metros cuadrados repartidos en 3 dormitorios, 2 cuartos de baño, salón-comedor y cocina independiente. Tiene un garage que va directamente  en ascensor al apartamento en una cuarta planta. Perfecto para largas temporadas de ocio y de trabajo en Sevilla.<br />Tiene una  piscina ideal para los días de mucho calor en Sevilla.<br />Sábanas y toallas están incluidas, además de TV e internet.<br />Hay cortinas nuevas en el cuarto de baño interior!!!<br />Estarás encantado por su comodidad y buen gusto con el que se ha decorado el piso.<br />Hay parada de autobus directo al centro, es el número 12 tarda 20 minutos al centro histórico de la ciudad; a 15 minutos se encuentra  la estación de trenes Santa Justa.<br />Es un barrio sevillano con muchas tiendas alrededor, no es una zona turísti",,3767896,within a few hours,100%,94%,f,t,t,Entire rental unit,Entire home/apt,5,3.0,4.0,$140.00,2,1125,93,4.3,4.4,4.47,4.67,4.7,4.03,4.35,f
800,55692,Delight in city center,"A great place to stay and visit Valencia.<br /><br /><b>The space</b><br />Hello everybody and thank you very much for showing your interest in my place. <br />This is a charming flat located in one of the most beautiful parts of Valencia, right near the Cathedral of Valencia. The street is quiet but is also just minutes away from many restaurants and bars. The neighborhood is safe and conveniente. Railway station is nearby, the metro is 10 minutes away and the Valencia's main square, Plaza del Ayuntamiento, is five minutes away. <br /> <br />The flat consists of 65 m2 and has one bedroom, a bathroom, a kitchen and a linving room. Bedroom has one queen size bed, Couch in living room pulls out to queen size.  It is well decorated with designer lamps and furniture. The building is new and has a modern elevator. <br />If you need further information, please feel free to contact me and I will do my best in order to inform you. <br />See you soon!",,120649,within a day,100%,0%,f,t,t,Entire rental unit,Entire home/apt,3,1.0,1.0,$100.00,1,730,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
801,95393,Modern and bright Duplex 3 Bedrooms Center Wi-Fi,"This is ""Edificio Palomar Apartments"", I will try to make you feel like home and you will discover Valencia in a great location, just right in the Historical Center. Because every journey is an experience we want to be part of yours.<br /><br /><b>The space</b><br />Located right in the Historical Centre you can find this new duplex apartment in a restored 19th-century building, 3 bedrooms (1 is a family-room per 4 persons) + sunny living-room + kitchen + 2 bathrooms + terrace. Sleep 8 persons , beds distribution: 2 double and 4 single beds.<br /><br /><b>Guest access</b><br />Lift access and fully equipped:<br />- 2 complete bathrooms with shower. Towels and hairdryer included.<br />- Microwave.<br />- Oven.<br />- Fridge & Freezer.<br />- Dishwasher.<br />- Toaster.<br />- Hand blender.<br />- Coffee Machine + Kettle.<br />- Orange Juice Squeezer.<br />- Cutlery, Table ware.<br />- Coffee set.<br />- Crockery.<br />- TV in lounge and Master room.<br />- DVD player.<br />- Bed linen.<","It is just 10 min walking distance to the Cathedral and close to the main historical sites like Quart Towers, Central Market, Lonja...and restaurants, coffees, bars, supermarkets...<br />Everything around!",508042,within a day,100%,52%,f,t,t,Entire rental unit,Entire home/apt,6,3.0,6.0,$142.00,2,1125,108,4.77,4.75,4.9,4.86,4.77,4.76,4.68,f
802,100347,3BDR full Home at Sorolla station and Metro Jesús,"Te va a encantar mi espacio por la ubicación y su ambiente acogedor, cómodo y tranquilo. Mi casa es perfecta para viajeros que lleguen en tren o avión, tenemos muy buena comunicación con los dos transportes. También es muy bueno si buscas un lugar desde el cual llegar en 20 minutos a cualquier parte de la ciudad, andando, en transporte público, en scooter rental, patín o bici. Wifi. Aire acondicionado en el salón, cocina y 3 habitaciones. Ventiladores potentes en el techo para verano también.<br /><br /><b>The space</b><br />PARA PERSONAS QUE RESERVAN PARA OTROS VIAJEROS: NO ACEPTAMOS RESERVAS PARA TERCERAS PERSONAS QUE NO SEAN LAS DEL PERFIL QUE HACE LA RESERVA.<br /><br />La casa está situada a escasos metros de la estación AVE Joaquín Sorolla, comunicado perfectamente con el centro de la ciudad por bus, metro y bicicletas. Andando al centro hay un agradable paseo de 20 minutos aproximadamente. <br /><br />Repleto de negocios, tiendas y supermercados. Justo debajo de casa hay una cer","Barrio de Jesús, cercano al centro, zona consolidada con todos los servicios. Mercado callejero los sábados por la mañana. Mercado cubierto donde es muy agradable pasear y comprar fruta y verdura de temporada.",1451371,,,75%,f,t,t,Entire rental unit,Entire home/apt,6,3.0,3.0,$141.00,3,66,135,4.61,4.8,4.56,4.86,4.9,4.8,4.65,f
803,102524,EXCLUSIVE VILLA WITH POOL & 5 SUITES ON THE BEACH,"DO NOT PARTY OR STAG/HEN PARTIES! THE RESERVATION WILL BE CANCELED! <br /><br />Magnificent and quiet townhouse with pool, terrace and patio with barbecue, just 100 meters from the sea in the best beach in Valencia, an area that offers all kinds of services, restaurants, etc. This marvel of home is fully equipped for you to enjoy your stay to the fullest. Please, if you look for a place for party this house is not for you. Thanks again for understanding.<br /><br /><b>The space</b><br />Stunning villa with private pool in the city of Valencia, on the beach, facing the sea. In front of the beach, 8 minutes from downtown and 2 minutes from the Port America's Cup home 300 meters and 250 meters patios, pool and gardens. Pool, chill out, solarium, lounge with fireplace all of pure design.  <br />La casa se entrega totalente equipada; televisor de plasma, equipo de alta fidelidad, discos, cambio de sabanas y toallas cada 5 días. <br />Si se desea se puede contratar chef. <br />Posibilidad de","Best restaurantes bars and clubs and chill out áreas in walking distance<br />200 meters the supermarkets, fharmacy.....",535881,within an hour,100%,76%,f,t,t,Entire villa,Entire home/apt,15,5.0,20.0,$350.00,1,1125,178,4.53,4.49,4.21,4.72,4.63,4.8,4.33,f
804,103386,"Central 2 Bedrooms, 3/5 pers. Wi-Fi","This is ""Edificio Palomar Apartments"", I will try to make you feel like home and you will discover Valencia in a great location, just right in the Historical Center. Because every journey is an experience we want to be part of yours.<br /><br /><b>The space</b><br />Located right in the Historical Centre you can find this new apartment in a restored 19th-century building, 2 bedrooms + sunny living-room + kitchen + 1 bathroom. Sleep max 5 persons , beds distribution: 1 double and 2 single beds + sofa bed.<br /><br /><b>Guest access</b><br />Lift access and fully equipped:<br />-Towels and hairdryer included.<br />- Microwave.<br />- Oven.<br />- Fridge & Freezer.<br />- Dishwasher.<br />- Toaster.<br />- Hand blender.<br />- Coffee Machine + Kettle.<br />- Orange Juice Squeezer.<br />- Cutlery, Table ware.<br />- Coffee set.<br />- Crockery.<br />- TV in lounge and Master room.<br />- DVD player.<br />- Bed linen.<br />- Air conditioning cool / heat.<br />- Free Internet Wi-Fi. <br />- ","It is just 10 min walking distance to the Cathedral and close to the main historical sites like Quart Towers, Central Market, Lonja...and restaurants, coffees, bars, supermarkets...<br />Everything around!",508042,within a day,100%,52%,f,t,t,Entire serviced apartment,Entire home/apt,5,2.0,3.0,$94.00,2,1125,16,4.67,4.94,4.81,4.88,4.69,4.75,4.88,f
805,136378,Old City Charm with Modern Comfort,"<b>The space</b><br />The apartment at Calle Repeso is in one of the best locations in the City of Valencia. It is close to The Central Market, almost directly behind La Lonja ( a World Heritage Site), and very near many of the best tourism sites in the City.  Public transportation is nearby and restaurants, clubs, bars and shopping abound in the neighborhood. <br />The apartment itself, has one bedroom and a double living room where there is a comfortable second bed.  The apt. comes with wireless internet, air-conditioning, and a washing machine.  It  is fully equipped to provide everything one needs for an excellent stay.<br /><br /><b>License number</b><br />VT-42161-V",,591197,within an hour,80%,88%,f,t,t,Entire condo,Entire home/apt,3,1.0,2.0,$75.00,5,90,23,4.45,4.3,4.13,4.65,4.78,4.83,4.52,f
806,149715,1900 Style Valencian Beach  Home for 10px,"Typical town house with 5 bedrooms and 3 and a half bathrooms. two kitchens and a large terrace on the roof. It is located in the historic neighborhood of Cabañal, full of history and traditions. Surrounded by famous restaurants and one of the most important fresh markets in the city. It is located 5 minutes from the promenade and the Malvarrosa beach and the Marina of Valencia.<br /><br />TOURISM NUMBER VT36469<br /><br /><b>The space</b><br />House with 5 bedrooms and 3 full bathrooms and a toilet. Beautiful terrace where there is a small kitchen and bathroom. 10 people can enjoy their stay comfortably. The loft has two extra mattresses that can be used for children.<br /> <br />The house is decorated with beautiful paintings and decorative details<br /><br />On the ground floor there is a very spacious common area with a dining room for 12 people and a library to share books (bring yours and take a new one). We find a large kitchen with oven, fridge with freezer, dishwasher, microwa","Surrounded by  historic houses,  authentic restaurants and tapa bars.  Oldest restaurant in Valencia Casa Montaña is just around the corner.   Buying the fresh food at one of the best Fresh Market in Spain (5min away).   Feeling what Valencia was in 1900.  Bike, sigtseening,  watersports, dancing and music events.",5947,within an hour,100%,100%,f,t,t,Entire home,Entire home/apt,10,5.0,7.0,$291.00,2,1125,212,4.64,4.71,4.48,4.87,4.91,4.56,4.64,f
807,1639276,Main Central Station Apartment,"This very attractive and economic apartment with 3 bedrooms is located in the city center. The apartment with WIFI 300 Mb and a contemporary design and impeccable taste is located in an excellent area, close to everything.<br /><br /><b>The space</b><br />This very spacious apartment has 3 bedrooms, livingroom with 2sofas, one sofabed  with TV and DVD, fully equipped kitchen and 2 bathrooms. It maintains antique style, it is very welldecorated with various balconies overlooking a historic building. <br /><br />We have 3 rooms in the apartment:<br />Room number one: 2 single beds (We can add a third extra bed) and TV<br />Room number two: 1 double bed<br />Room number three: 1 double bed<br />In the saloon there is a bed-sofa (for 2 people)<br /><br /><b>License number</b><br />VT-41697-V","The apartment is located in the most historical and cosmopolitan part of the city; right in front of the main train station and only minutes from Valencia’s City Hall building. Also walking distance from the Cathedral and various other historic places of Valencia. <br />Europe’s largest fresh food market is only a walk away. You will also find many other supermarkets of different origins, and on Tuesdays an open air flea market. You will also be able to find a great selection of bars, restaurants and discos in the area",8704211,within a few hours,100%,89%,f,t,t,Entire rental unit,Entire home/apt,9,3.0,6.0,$73.00,2,185,123,4.38,4.42,4.24,4.9,4.87,4.75,4.46,f
808,1658018,Single Room 1 Valencia Beach,"I am an Argentine girl, 33 years old, psychology, and now sharing the flat with a boy. I have a very sweet little dog. We are very nice!! <br />I like to party, go to the movies, the theater, but also study and work  and i like calm on my house.<br /><br /><b>The space</b><br />I rent two single rooms and a double. <br />the small room its only for one people<br />The big room have a double bed, and its sunny.<br /><br /><b>Guest access</b><br />If you like the diversity, you are calm and you like the animals this one is your flat!!:-). <br />I have wifi and washer and a complete kitchen.",,8788278,within a few hours,100%,93%,f,t,f,Private room in rental unit,Private room,1,1.0,1.0,$18.00,3,90,105,4.75,4.74,4.62,4.84,4.89,4.74,4.7,f
809,1702630,Charming house next to the beach,"Located in a beautiful and picturesque neighborhood called 'Cabañal' you can find our cozy and beautiful studio.<br /><br />With capacity for four guests and perfect to enjoy a holiday near the beach with family, friends or couple.<br /><br /><b>The space</b><br />The Cladami apartment is completely renovated and offers a very cozy and cozy atmosphere that will make all our guests feel at home.<br /><br />It consists of a single bedroom with a large comfortable double bed and with storage space for all guests. The second double bed can be found in the study lounge area where you can rest after taking pleasant walks along the beach and the city center.<br /><br />You can also find a living-dining area next to a fully equipped kitchen to prepare delicious meals and enjoy great moments with the best of companies.<br /><br />Do not hesitate to stay in our charming house, we will make your experience in the city the best!<br /><br /><b>Guest access</b><br />- Once we give you the keys, you ","The apartment is located in the famous neighborhood of Cabanyal. A neighborhood that is fashionable, a symbol of citizen resistance and which attracts tourists and investors because of its proximity to the sea, its new environment and its prices. <br />The Cabanyal is reinvented to give itself a new opportunity and become the most authentic jewel of Valencia over the years.<br /><br />Today, the seafaring side of the city offers a revitalization opportunity with the arrival of new neighbors who intend to make El Cabanyal what is Nothing Hill for London or Le Marais for Paris: cosmopolitan, charismatic, representative and authentic neighborhoods.<br /><br />The streets of the Cabanyal are being remodeled by leaps and bounds, and more and more people from all over the world have decided to live there. The reason why it's becoming a multicultural area.<br /><br />One of the most special attractions of the Cabanyal, are its buildings. Urban art is taking over the largest facades in the nei",8988014,within an hour,100%,100%,f,t,t,Entire loft,Entire home/apt,4,1.0,2.0,$69.00,3,1125,113,4.47,4.63,4.48,4.71,4.8,4.56,4.43,t
810,1713200,Beautiful Beach Duplex,"Duplex in a typical house in the El Cabanyal area, newly built and a few meters from the beach. Fully equipped and with everything necessary for our guests to feel at home.<br /><br />Adolfo's accommodation, with capacity for four guests and perfect to enjoy a few days with family, partner or friends.<br /><br /><b>The space</b><br />It is a completely renovated duplex townhouse with beautiful natural light.<br /><br />On the lower floor you will find a spacious living-dining room with hot / cold air conditioning and a large 250cm sofa where you can relax watching television or reading a good book after a day at the beach or visiting the city of Valencia.<br />Also, a fully equipped American kitchen to prepare everything you need next to a patio with a washing machine and clothesline.<br />Finally, a complete bathroom with a bathtub with everything necessary for the toilet of our guests.<br /><br />On the upper floor you can find two large bedrooms. The main bedroom with a comfortable ","The apartment is located in the famous neighborhood of Cabanyal. A neighborhood that is fashionable, a symbol of citizen resistance and which attracts tourists and investors because of its proximity to the sea, its new environment and its prices. <br />The Cabanyal is reinvented to give itself a new opportunity and become the most authentic jewel of Valencia over the years.<br /><br />Today, the seafaring side of the city offers a revitalization opportunity with the arrival of new neighbors who intend to make El Cabanyal what is Nothing Hill for London or Le Marais for Paris: cosmopolitan, charismatic, representative and authentic neighborhoods.<br /><br />The streets of the Cabanyal are being remodeled by leaps and bounds, and more and more people from all over the world have decided to live there. The reason why it's becoming a multicultural area.<br /><br />One of the most special attractions of the Cabanyal, are its buildings. Urban art is taking over the largest facades in the nei",8987701,within an hour,100%,100%,f,t,t,Entire townhouse,Entire home/apt,4,2.0,3.0,$65.00,3,28,22,4.73,4.73,4.68,4.77,4.77,4.68,4.64,t
811,1715466,Valencia Close to the beach,"Cerca de la playa de Valencia (5 min a pie). Cerca también de tren, tranvía y autobuses. 10 minutos a pie de la Universitat Politécnica. 5º piso sin ascensor. Aire acondicionado, TV, plan ah, wi-fi, Cocina equipada, microhondas, etc...<br /><br /><b>The space</b><br />My apartment is close to the beach of Valencia (5 min). Close to train, tram and bus. 10 minutes walk from the Polytechnic University. Typical old neighbourhood with plenty of shops around town. Fifth floor (no lift), air conditioning, wi-fi etc...<br /><br />It is very close to the beach (5 min walking) and just 20 min by bus or 9 min by train to down town. Close to local shops, tram, public bikes. It has TV, DVD, hi-fi audio system, DVD, iron, air conditioning, heating and full equiped kitchen.<br /><br />Beach, public transport, Polithectial University, Arts and Science City...<br /><br />We can be in touch during your stay whenever you need it.<br /><br />El Cabanyal is the typical old fisherman's neighbourhood of Val","Está situado en un barrio de antiguos pescadores, en la actualidad un barrio obrero con todo tipo de pequeños negocios locales, supermercados y bien servido de transporte público.",9046020,within an hour,100%,75%,f,t,t,Entire rental unit,Entire home/apt,3,1.0,2.0,$66.00,2,1125,106,4.63,4.73,4.58,4.82,4.93,4.56,4.59,f
812,1740732,"CLEANING-DISINFECTION, NICE APARTAMENT  VALENCIA","CLEANING AND DISINFECTION WITH PROFESSIONAL PRODUCTS BEFORE THE ENTRY OF EACH GUEST Nice apartment consisting of 2 bedrooms 1 bathroom, kitchen, perfect cleaning, terrace of 17 meters, 27 meters living room, laundry 9 meters, air conditioning and heating, washing machine, refrigerator, microwave, stove, coffee maker, hair dryer, tow<br /><br /><b>The space</b><br />CLEANING AND DISINFECTION WITH PROFESSIONAL PRODUCTS BEFORE THE ENTRY OF EACH GUEST Nice apartment, consisting of 2 double bedrooms 1 bathroom, kitchen, exquisite cleaning, terrace of 17 meters, 27 meters living room, laundry 9 meters, in the heart of Valencia by cid Avenue subway and nine October, next to hospitals and drinking area, bioparc 150 meters, and amusement park to 100metres, 100 meters from turia river gardens, shopping center 3 minutes walk, 10 minutes of English cut new center, 20 meters bus stop with the bus station 15 minutes, bicycle rentals, supermarkets ....<br /><br /><b>Other things to note</b><br />Lice","Very safe, clean neighborhood, with all kinds of services, bars, restaurants, takeaways, shopping center, gardens and parks, General hospital, metro, bus, bioparc zoo ... all within 5 minutes walk",8885763,,,90%,f,t,t,Entire rental unit,Entire home/apt,4,2.0,3.0,$70.00,7,90,48,4.52,4.8,4.67,4.8,4.7,4.48,4.57,f
813,1740954,Valencia's  apartment 3 bedroom,"Located at Valencia's most bohemian neigbourhood, lively full of restaurants, our street is little and quiet.<br /><br /><b>The space</b><br />Three bedroom apartment (two double and one single),  A large and sunny salon with dining table  and terrace, it has a kitchen with all new electrodomestics and two bathrooms ( one with bath one without bath).<br />The house is the typical architecture of the middle of de past century in valencia ""arquitectura del ensanche"", all furniture are new, beds and mattress included.<br />The house has Fridge , oven, vitro, toaster, and italian coffee maker Vialetti.<br />The sheets and towels we will provide you with everything.<br />There is no washing machine, there is a coin washing shop near by the house.<br />The house we have decorated it with love and enthusiasm, it is itself a charming house with a lot of space. It is spectacular just to be in the living room with the evening light having a tea that will invite you to many conversations!!<br />R","The neighborhood is lovely, Ruzafa has everything you will need in a neighborhood in the daily life,  then is charming architecture,  it's alive daily live with plenty of restaurants and lovely shops, also a nice nightlife, is the little berlin in Valencia.<br />The neighborhood is very active, but our street is calm and no noise will bother you at night!!",3690047,within an hour,100%,86%,f,t,t,Entire rental unit,Entire home/apt,5,3.0,4.0,$97.00,29,365,48,4.57,4.79,4.7,4.79,4.83,4.79,4.68,f
814,1758184,cozy loft patio+pool +wifi,"Beautiful and bright apartment with private backyard. It is a large space, very quiet, cozy and decorated with care, with a very comfortable King size bed. Located in the currently trendy Ruzafa neighborhood, 15 min. Of the district of the Carmen and to 10 of the ""City of the Arts and the Sciences"".<br /><br /><b>The space</b><br />It is a very cozy and quiet accommodation, fully equipped and located inside a listed building of the eighteenth century and with cobbled floor, which offers you a magnificent natural light and absolute silence despite being in the heart of the trendy neighborhood<br />Equipped with air conditioning and heating, wifi, refrigerator, stove, microwave oven, blender, kettle, rice cooker, toaster, juicer, as well as all cooking utensils and crockery.<br /><br />Sheets, duvets and towels are included.<br /><br />It also has Wi-Fi connection via fiber optics.<br />It is an ideal space for a couple, or a couple with one or two children; Up to four beds are available","Undoubtedly, Ruzafa is the fashionable Valencian neighborhood. Emerging and full of activity, Ruzafa is a fantastic choice to go out. The gastronomic offer is varied: bars and restaurants supplied by the Ruzafa Market. There are more and more who choose the neighborhood of ruzafa to go out for dinner, go out for drinks or go out. We recommend the best places to go out in the neighborhood of Ruzafa:<br />Where to eat<br />Discover the best restaurants to eat in Ruzafa:<br />(I.e.<br />◦ La Nonna. In La Nonna you can enjoy the best dishes of Argentine and Italian cuisine. A treat! C / Puerto Rico, 16.<br />◦ The canning. A charming place to taste exquisite cans of preserved Portugal. C / Literato Azorín, 18.<br />◦ The most beautiful. The restaurant that is triumphing in the city, now in C / Cádiz, 61.<br />◦ The red. Enjoy the best pinchos in C / Literato azorín, 10.<br />◦ Tecolotes. If you like Mexican food then drop by. C / Sueca 51.<br />◦ The Rus. Famous for its sandwiches and sala",9244329,within an hour,100%,100%,f,t,t,Entire rental unit,Entire home/apt,2,1.0,3.0,$104.00,2,90,277,4.38,4.58,4.49,4.68,4.63,4.76,4.46,f
815,1772555,Suite Bed & Breakfast,"Una suite elegante, cómoda, rodeada de luz natural, terraza privada, cercanía a la playa, buena comunicación con todo lo importante de Valencia. Es un alojamiento perfecto para parejas, aventureros, y viajeros de negocios. Lugares de interés: la playa, centros comerciales, vida nocturna, transporte público, el aeropuerto, el centro de la ciudad, parques..<br /><br /><b>The space</b><br />Atico situado en el corazón de Valencia cerca de la zona de playas, la ciudad de las Artes y las Ciencias, el moderno centro comercial Aqua y el Corte Inglés.<br />Situado junto a una parada de autobús y a dos minutos de la estación de Metro (Aeropuerto-Estación Central-Casco Antiguo) y del Tranvía, está cerca de una de las arterias principales de Valencia; la Avenida del Puerto.<br />Este apartamento elegante y confortable de 400 m2 de los cuales 150 son una soleada terraza  y otras dos, de 25 m2, son de uso privado del loft, ofrece una habitación, baño compartido, wifi de alta velocidad, aire acondic","Vecindario tranquilo de clase media, media-alta con todos los servicios necesarios en los alrededores, que incluyen, entre otros, el centro comercial Aqua, el Corte Inglés más moderno de Valencia, la famosa zona de playas de las Arenas - Malvarrosa con su paseo marítimo, la Ciudad de las Artes y de las Ciencias con el Museo Príncipe Felipe, el Oceanografic, etc, uno de los nudos de comunicación centrales como es la estación de metro/tranvía de Maritim-Serrería y la estación del Cabanyal, locales de alquiler de bicicletas y de Valen-bici.",9309218,within an hour,100%,100%,t,t,t,Private room in rental unit,Private room,2,1.0,2.0,$40.00,5,150,141,4.77,4.86,4.87,4.91,4.9,4.81,4.79,t
816,1795866,Descansa en el centro de Valencia,"Mi piso tiene una habitación individual que te está esperando. Muy silenciosa, con armario empotrado, cocina y baño precioso. . Todo en pleno centro de Valencia. A 10 minutos de las estaciones de tren y de la Plaza España. Hablo inglés. Si eres fumador, por favor, hazlo fuera.<br /><br /><b>The space</b><br />Lo hace único porque soy una persona muy amable, me gusta recibir a gente en casa. La casa es muy acogedora, silenciosa y moderna.<br /><br /><b>Guest access</b><br />Evidentemente, habitación, baño y el desayuno están incluídos en el precio. Puedes acceder a la cocina si te apetece cocinar y podrás usar la lavadora también.<br /><br /><b>Other things to note</b><br />Tengo un perrito muy pequeño que no te molestará pero debes saberlo",Mis vecinos son muy amables. De todas las edades y ningún problema.,7835675,,,100%,f,t,t,Private room in bed and breakfast,Private room,1,1.0,1.0,$30.00,1,20,8,5.0,5.0,5.0,5.0,5.0,4.88,4.88,f
817,1810684,Valencia with wifi in the center,"Modern fully equipped penthouse with fireplace, air conditioning... Includes full kitchen with utensils, microwave, dish washer, washing machine ... All finishes are luxurious. In the center, in the historic and bohemian district of Ruzafa.<br />Número registro turismo: VT-36406-V.  Late check-in after 21:00 cost 20 euros<br /><br /><b>The space</b><br />Modern fully equipped penthouse with fireplace, air conditioning. Includes full kitchen with utensils, microwave, dish washer, washing machine ... All finishes are luxurious, very central and in the historic and bohemian district of Ruzafa.  5 minutes walking from the train and metro stations.<br /><br />The apartment is very quiet and comfortable. Can accommodate 4 people, two in the room on a bed of 1.50 m. and two in a large sofa bed. It has a beautiful gas fireplace inside that will make your stay very comfortable and cozy. Terrace bright and flirty. Parquet quiet and luxury finishes.<br /><br />The apartment has a full kitchen wit","Russafa or Ruzafa  is the trendiest neighborhood in Valencia. Very bohemian area. You can find many restaurants, art galleries, coffee full of charm, vintage shops ...) It's located next to the city center (City Hall Square, train stations, shopping centers, bullring ) and fifteen minutes walk from the Ciutat de les arts i de les Ciencies.",3197976,within an hour,100%,100%,t,t,t,Entire rental unit,Entire home/apt,4,1.0,2.0,$94.00,3,365,238,4.8,4.89,4.64,4.89,4.92,4.87,4.7,t
818,1830872,Beautiful House,"Beautiful two-floor house located in the old fisherman quarter of Valencia, closed to the well-known tapas restaurant Casa Montaña.<br /><br />Enjoy its relaxing terrace or take a 5 min walk to the beach.<br /><br />Registered Number: VT-33277-V<br /><br /><b>The space</b><br />Beautiful two-floor house located in the old fisherman quarter of Valencia, closed to the well-known tapas restaurant Casa Montaña.<br /><br />Enjoy its relaxing terrace or take a 5 min walk to the beach.<br /><br /><b>Guest access</b><br />Full House<br /><br /><b>License number</b><br />VT-33277-V",,9575983,,,,f,t,t,Entire home,Entire home/apt,7,3.0,5.0,$80.00,2,1125,270,4.9,4.92,4.92,4.96,4.97,4.7,4.86,f
819,1838698,Fantastic Family House,"Nuestra preciosa casa reformada estilo danés, con amplios ventanales, habitaciones espaciosas y dos cuartos de baño. Situado en un barrio pintoresco, familiar y muy cerca del centro, así como de paradas de metro y bus te da la bienvenida a la Valencia más !ATENCIÓN! MIÉRCOLES MERCADO  EN LA CALLE Podréis encontrar puestos de ropa, utensilios menaje etc...Y debéis aparcar bien.<br /><br /><b>The space</b><br />Que es una casa en la que vivimos y tiene vida propia y eso los huéspedes lo perciben. Tiene los dibujos de los peques y el cuidado de una familia que disfruta de la vida del hogar.<br /><br /><b>Guest access</b><br />La casa se reserva completa por ello no hay zonas comunes que compartir.<br /><br /><b>Other things to note</b><br />¡¡¡Ojo!!! hay mercado los Miércoles y la grúa  municipal se lleva los coches en la zona de mercado.","La ubicación es excelente: 20 min a pie del centro y del casco histórico. . El barrio esta rodeado de supermercados, fruterías, bares, restaurantes y demás tiendas para ir de compras y de paseo. También hay un centro deportivo que cuenta con cinco piscinas, SPA, sauna, terma..por poco más de 3 euros!! Así que tráete el bañador, el chándal y a disfrutar!",9610872,within a day,100%,56%,f,t,t,Entire rental unit,Entire home/apt,6,3.0,4.0,$70.00,5,30,55,4.57,4.71,4.73,4.63,4.75,3.86,4.65,f
